,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
(Re)apply anywhere and,<Post Ccn8LH_hsg2>,769,27,[],21/04/22,(Re)apply anywhere and everywhere 🤸‍♀️ Our fan-favorite (Re)setting Refreshing Mist allows for easy SPF reapplication while you're on the go ☀️,143,"[{'text': 'genius', 'length': 6}, {'text': 'White cast ?!', 'length': 13}, {'text': '💛💛💛', 'length': 3}, {'text': 'I just cant! This is the best so far ❤️', 'length': 39}, {'text': 'The best 🔥', 'length': 10}, {'text': 'Please sell thos on Cult', 'length': 24}, {'text': 'So amazing 😍', 'length': 12}, {'text': 'In my cart!', 'length': 11}, {'text': 'Omg just what I need!', 'length': 21}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'This is next on my list to get 😍😍😍', 'length': 34}, {'text': 'Can you wear this on top of makeup?', 'length': 35}, {'text': 'i got the worst spray bottle for this.. nothing comes out it just trickles  onto the bottle itself 😢😢', 'length': 101}, {'text': 'Nice', 'length': 4}, {'text': 'Yayyy! I’m so happy it’s back! New and improved 😍😍😍', 'length': 51}, {'text': 'Neeeeed to try this one!', 'length': 24}, {'text': 'Is this product  good for sensitive skin? 🥺', 'length': 43}, {'text': 'Where Can I buy your products in Qatar please?', 'length': 46}, {'text': 'Hey… Do u’ll ship to India?', 'length': 27}, {'text': 'Where can i buy it in canada?', 'length': 29}, {'text': '🔥🔥🔥', 'length': 3}, {'text': 'Ahhh would love to see @sephoracanada carry this one!', 'length': 53}, {'text': '@desertrose._ I think this one is new because it used to be a powder to dust on top of your makeup', 'length': 98}]"
Weekend 1: ✅,<Post CcnYuDwAi8s>,4799,92,[],21/04/22,"Weekend 1: ✅ Weekend 2: here we come! ☀️Stop by The Sunshine Shack in Soho Desert House @sohohouse for games, goodies, and, of course, all your SPF needs ✨

📸: @loamismedia",172,"[{'text': 'Too cute! ☀️☀️', 'length': 14}, {'text': 'Such a cool set up! Love your products! 🤩☺️', 'length': 43}, {'text': 'Best sunscreen!!!!', 'length': 18}, {'text': 'this is so cute! i love this.', 'length': 29}, {'text': 'Wow I love this✨✨', 'length': 17}, {'text': 'Wait?! I need the lip screen! I use unseen everyday on my face and love it!!', 'length': 76}, {'text': 'The yellow mirror 😍😍💛', 'length': 21}, {'text': 'AMO!!!!!!! 🥰🥰🥰🥰🥰', 'length': 16}, {'text': '🙌🙌🙌🙌', 'length': 4}, {'text': 'So cute!!!!', 'length': 11}, {'text': 'One of my favorite spf❤️', 'length': 24}, {'text': '💚💚💚', 'length': 3}, {'text': '🤩🤩🤩🤩', 'length': 4}, {'text': '😍😍😍', 'length': 3}, {'text': 'This is everything 😍😍😍', 'length': 22}, {'text': '😍', 'length': 1}, {'text': 'Why would you put a clear roof on your booth so those poor girls have to be standing in sun all day? Shade always works better than the best spf.', 'length': 145}, {'text': '👏👏👏', 'length': 3}, {'text': 'How cute is this', 'length': 16}, {'text': 'All the SPF we need for weekend 2 🚀🚀', 'length': 36}, {'text': 'LOVE 🤍', 'length': 6}, {'text': 'I’ll be there on Saturday 👏', 'length': 27}, {'text': 'This looks like so much fun 😩', 'length': 29}, {'text': 'Yesss 🙌🏽', 'length': 8}, {'text': '☀️☀️☀️😍😍😍', 'length': 9}, {'text': 'How cool!', 'length': 9}, {'text': '@seraemma @weareagenc look how good she looks 🥰🥰', 'length': 48}, {'text': 'There’s my girl!!! 💕💕💕 looking stunning! @ariboo_', 'length': 49}, {'text': 'yesss @madsfo7 ⚡', 'length': 16}, {'text': 'Y’all should pop up at @splashhouse cause lord knows I’m gonna need y’all all over my body that weekend 😭😭😭', 'length': 107}, {'text': 'Goals 🔥', 'length': 7}, {'text': '☀️ ☀️ ☀️', 'length': 8}, {'text': 'Omg this is amazing 👏👏👏👏', 'length': 24}, {'text': 'So proud! 👏', 'length': 11}, {'text': 'Love!! ☀️', 'length': 9}, {'text': 'UHM OBSESSED 😮\u200d💨✨🤍', 'length': 18}, {'text': 'Omg i love this!', 'length': 16}, {'text': 'Omg 😍😍', 'length': 6}, {'text': 'Wow😍', 'length': 4}, {'text': 'SO CUTE!! ☀️☀️', 'length': 14}, {'text': 'This is so cute!!', 'length': 17}, {'text': '💛💛💛', 'length': 3}, {'text': '@ranasalam', 'length': 10}, {'text': '@cferoleto134 what sunglasses are you wearing?? ☀️', 'length': 50}, {'text': 'Best 😍😍😍', 'length': 8}, {'text': '🌞💛🌞💛', 'length': 4}, {'text': 'I want', 'length': 6}, {'text': '😍😍😍❤️❤️', 'length': 7}, {'text': '😍😍😍😍', 'length': 4}, {'text': '😍', 'length': 1}]"
We know what,<Post CclZ-PqOgw2>,624,6,[],20/04/22,We know what we're making for dinner tonight! 🌱 Because living bright = eating bright too 💛 Kale Garden Pesto from @oliver_english will be on rotation all summer long ☀️ Head to our stories to cook along with him!,213,"[{'text': 'Love Kale & Pesto! 🙌👏💚💚😀', 'length': 24}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Mmm love kale pesto 😋💚', 'length': 22}, {'text': '👩🏻\u200d🌾💚', 'length': 5}, {'text': 'Just messaged you', 'length': 17}, {'text': 'This sounds super easy and delicious!!! Thank you!', 'length': 50}]"
@oliver_english here to,<Post CclEhPJOn_c>,529,6,[],20/04/22,"@oliver_english here to share some daily rituals and moments of joy with you ☀️ ➡️

1. A place you feel at home!
2. Something that feels like sunshine to you!
3. A time you felt like your best self
4. Something that makes you smile
5. A daily ritual 
6. One thing you cannot live without (other than Supergoop! 😉)

We want to see your special moments too! Tag @supergoop for a chance to be featured 💛",400,"[{'text': 'This is so thoughtful! I love the practice of mindfulness. 🙌', 'length': 60}, {'text': '@oliver_english 🌱🎉', 'length': 18}, {'text': '🔥', 'length': 1}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Farmer English!  Love it!', 'length': 25}, {'text': 'Nomas house’', 'length': 12}]"
We're all in,<Post Cciyj0hhwqe>,458,8,[],19/04/22,We're all in this together! 🌎 A beautiful reminder from @oliver_english 💛,73,"[{'text': 'Just got back from Little St Simons Island! Nature at it’s finest 🌸🦟🕷🐜🕸🐊🌙', 'length': 73}, {'text': 'Such a beautiful reminder! 🤍✨', 'length': 29}, {'text': 'Yes!! 🙌', 'length': 7}, {'text': '👏👏👏 @oliver_english', 'length': 19}, {'text': 'Absolutely agree', 'length': 16}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '💛💛💛', 'length': 3}]"
@oliver_english is a,<Post CciO62UJgE8>,829,21,[],19/04/22,"@oliver_english is a Filmmaker, Chef & Food Advocate. Originally from Boston, he grew up in his family's restaurant business and has been intimately involved in the world of food ever since. He co-founded @commontablecreative and now works with some of the world's leading food companies, NGOs and nonprofits to advance global food, sustainability, and social justice issues.

""Over the years, I have grown to love and appreciate spending more and more time outside, connected to nature. Whether we are out filming all day on a farm, biking to meetings, or prepping for a dinner... SPF gives me the flexibility and protection to spend much of the day outside. And when we feel more connected to our world, we feel a greater obligation to protect her.""

Stay tuned for more from Oliver! 🌱",787,"[{'text': '🙌', 'length': 1}, {'text': 'My favorite sunscreen', 'length': 21}, {'text': '☀️ ☀️ Supergoop won’t stop until every single face is protected ❤️ ☀️', 'length': 69}, {'text': 'I love the play supergoop- what’s the best way to get this one in the UK?', 'length': 73}, {'text': 'Need this for summer!!! Adding this to my wish list! All love 🤗♥️🦋', 'length': 66}, {'text': '🥬☀️👏', 'length': 4}, {'text': '😍woow👏', 'length': 6}, {'text': '👏👏👏', 'length': 3}, {'text': 'Is there anywhere on your website with results of clinical trials? I wanted to check out the effectiveness of daily dose 🙏', 'length': 122}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '👌👌👌👏👏👏', 'length': 6}, {'text': '🔥', 'length': 1}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Booty', 'length': 5}, {'text': '@supergoop can children age 7 and up use your unseen sunscreen ?', 'length': 64}, {'text': 'love it @oliver_english 👏', 'length': 25}]"
The more mineral,<Post CcfyWQYAY55>,1166,27,[],18/04/22,The more mineral the merrier 💎💛 Learn more about the difference between chemical and mineral under our “Mineral” highlight ✨ And find your perfect match at the link in our bio 😊,177,"[{'text': 'Love that you guys have both mineral and chemical options!', 'length': 58}, {'text': 'Mineral glow screen on the horizon perhaps???', 'length': 45}, {'text': 'I just ordered Mineral Mattescreen, excited to try it', 'length': 53}, {'text': 'I go between both', 'length': 17}, {'text': 'Loved seeing you at SoHo desert house this weekend! 💛', 'length': 53}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Organic vs. inorganic 🙄', 'length': 23}, {'text': 'Love this ☀️', 'length': 12}, {'text': 'I’ve been using the cc cream since I was 11 and it’s still the best', 'length': 67}, {'text': 'what do I need to do to be partnered with you guys 🤨😭😹', 'length': 54}, {'text': 'What’s the difference between mineral and the other I’m confused', 'length': 64}, {'text': 'An amazing range❤️', 'length': 18}, {'text': 'The more the obsession😍💯', 'length': 24}, {'text': 'can you use the glow stick as face sunscreen by itself? 😍 just brought it yesterday', 'length': 83}, {'text': 'Mineral PLAY sunscreen. What a dream😍😍', 'length': 38}, {'text': 'Oooo such an amazing range of products! 🙌', 'length': 41}, {'text': 'The best 🙌', 'length': 10}, {'text': 'Do u ship in Dubai?', 'length': 19}, {'text': '😍', 'length': 1}, {'text': 'Where is the cc screen creams?! Off the shelves in Houston?! I could cry 😢', 'length': 74}, {'text': 'All OMG @supergoop 😍 spf', 'length': 24}, {'text': '@sandragarciag2006', 'length': 18}]"
A little photo,<Post CcdNVsSOj_e>,1005,28,[],17/04/22,"A little photo dump from our trek last week with @hikeclerb in LA 🥾 ☀️ How are you getting outside and enjoying the sun?

📸: @tracythnguyen 

P.S. If you see yourself, let us know! We want to tag you 💛",201,"[{'text': 'the best!!!! ❤️', 'length': 15}, {'text': 'living so bright !!!! 🥺🌈', 'length': 24}, {'text': 'The best time! ☀️❤️', 'length': 19}, {'text': 'Thanks for the invite ❤️', 'length': 24}, {'text': 'Are you discontinuing CC screen?? 😭', 'length': 35}, {'text': 'so fun!!✨☀️🌈💓', 'length': 13}, {'text': 'Obsessed 😍', 'length': 10}, {'text': 'How do I be park of this team', 'length': 29}, {'text': 'This is great! Your posts are so thoughtful and well done! Hope your Easter was wonderful 🙌', 'length': 91}, {'text': 'Sliving!! 💛☀️', 'length': 13}, {'text': 'Where can I buy the setting refreshing mist in Canada?', 'length': 54}, {'text': 'looks so fun!', 'length': 13}, {'text': 'Cuteeee', 'length': 7}, {'text': '🥾🌱', 'length': 2}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '💗💗💗', 'length': 3}, {'text': '@theslightlyslanted slide 5! ❤️', 'length': 31}, {'text': 'Love love @evemeetswest', 'length': 23}, {'text': 'I wish the Glow Screen body was just as glowy as the Glow Screen face. Why isn’t it? @supergoop', 'length': 95}, {'text': '@supergoop why isn’t the Glow Screen body formulated the same as Glow Screen face??? So disappointed. It’s nothing like the face product', 'length': 136}]"
As a working,<Post CcaeeZgg-aF>,743,16,[],16/04/22,"As a working mom, @chungfury.md keeps her AM routine simple ☀️ Cleanser + moisturizer with SPF and she's out the door! What's your morning skincare style? ✨",156,"[{'text': '☀️☀️☀️☀️☀️', 'length': 10}, {'text': 'Back to the basics! Love it!!', 'length': 29}, {'text': 'Please do PM skincare ! ❤️❤️❤️', 'length': 30}, {'text': '😍😍😍', 'length': 3}, {'text': '♡☀️ LOVE your sunscreen', 'length': 23}, {'text': 'Hi. Where can I get the every single face spf in the uk?', 'length': 56}, {'text': 'Need this in my life!', 'length': 21}, {'text': 'Love this!!', 'length': 11}, {'text': '🔥🔥🔥', 'length': 3}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Check direct message please ❤️', 'length': 30}, {'text': '😍😍', 'length': 2}, {'text': 'Please remind ppl that your company is not tied in any way to G. Paltrow. Too many of us stayed away thinking you were 🤦🏻\u200d♀️ thanks 😊', 'length': 133}]"
@chungfury.md here to,<Post CcX9Q7-ODrR>,386,9,[],15/04/22,"@chungfury.md here to share some daily rituals and moments of joy with you ☀️ ➡️

1. A time you felt like your best self 
2. Something that feels like sunshine to you!
3. One thing you cannot live without (other than Supergoop! 😉)
4. A place you feel at home 
5. A message from a loved one
6. A daily ritual 
7. Something that makes you smile

We want to see your special moments too! Tag @supergoop for a chance to be featured 💛",429,"[{'text': 'last slide🤘🏼🎸🥺', 'length': 14}, {'text': 'I love this! Your products have been amazing for my skin❤️', 'length': 58}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Why your SG!INVESTOR doesnt work?', 'length': 33}, {'text': '🙌🥏 @theaudl', 'length': 11}, {'text': '😍😍😍😍', 'length': 4}, {'text': 'Hello do you ship to Italy?', 'length': 27}]"
We needed this,<Post CcV6kW8hy-h>,620,7,[],14/04/22,We needed this today @chungfury.md 💛 Sending you all love and sunshine to push through to the weekend! 🥹,104,"[{'text': '🙌🙌🙌', 'length': 3}, {'text': 'This is soo true💯💗', 'length': 18}, {'text': 'Alwaysʕ·ᴥ·ʔ❤️', 'length': 13}, {'text': 'love this!! I always live by these words ..', 'length': 43}, {'text': 'i LOVE that you chose this one🥰', 'length': 31}, {'text': '💯 true', 'length': 6}, {'text': 'Why your promo code doesnt working SG!INVESTOR?', 'length': 47}]"
